"","x"
"CELL1857_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1221_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2996_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1225_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL119_N2_53T37-2-210415","GABA_3_Pvalb_PDGFC"
"CELL1957_N1_53T37-2-210415","GABA_0_Sst_TRHDE"
"CELL2134_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL795_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1721_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL606_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL967_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL112_N2_53T37-2-210415","Glu_17_CA_CPLX3"
"CELL225_N2_53T37-2-210415","Glu_3_CA_FREM1"
"CELL29_N2_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL1945_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1743_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL2151_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL836_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2709_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL66_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1384_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1137_N1_53T37-2-210415","GABA_12_Cck_HCRTR2"
"CELL2306_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1879_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1678_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2735_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1639_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2664_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1472_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2410_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL35_N2_53T37-2-210415","GABA_1_Lamp5_NWD2"
"CELL1962_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2400_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1900_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL224_N2_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1841_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2022_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2535_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1012_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2513_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1429_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1612_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL927_N1_53T37-2-210415","Glu_12_CA_NNAT"
"CELL963_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2477_N1_53T37-2-210415","Glu_4_CA_GRIA4"
"CELL567_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL745_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1303_N1_53T37-2-210415","GABA_1_Lamp5_NWD2"
"CELL1432_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2377_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2445_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1824_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2873_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2299_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL804_N1_53T37-2-210415","olig_20_olig_olig"
"CELL1426_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2694_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2441_N1_53T37-2-210415","olig_20_olig_olig"
"CELL2891_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL497_N1_53T37-2-210415","GABA_0_Sst_TRHDE"
"CELL134_N2_53T37-2-210415","Glu_16_CA_TRPC3"
"CELL1467_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1085_N1_53T37-2-210415","GABA_0_Sst_TRHDE"
"CELL2291_N1_53T37-2-210415","olig_20_olig_olig"
"CELL2975_N1_53T37-2-210415","vas_fib_15_vas_fib_vas_fib"
"CELL1585_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1506_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1610_N1_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL1327_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL2352_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2465_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2044_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2162_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2238_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1818_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1972_N1_53T37-2-210415","Glu_4_CA_GRIA4"
"CELL2442_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1410_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1380_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2021_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL2961_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1733_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1069_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL1120_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL802_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL1091_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1758_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL1552_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2427_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2740_N1_53T37-2-210415","GABA_1_Lamp5_NWD2"
"CELL1174_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL2512_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1519_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL1203_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL217_N2_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2326_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1928_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1884_N1_53T37-2-210415","Glu_12_CA_NNAT"
"CELL1388_N1_53T37-2-210415","GABA_8_Lamp5_NMBR"
"CELL1231_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL173_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1576_N1_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL2896_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1209_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL778_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1486_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1044_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1414_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2562_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL1907_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL755_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL2726_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL426_N2_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1530_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1499_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2041_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2264_N1_53T37-2-210415","vas_fib_15_vas_fib_vas_fib"
"CELL2338_N1_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL1489_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL1096_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2249_N1_53T37-2-210415","Glu_9_CA_AADAT"
"CELL1261_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1741_N1_53T37-2-210415","GABA_10_Lamp5_CA8"
"CELL1772_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2117_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1815_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1917_N1_53T37-2-210415","GABA_13_Cck_Phka2"
"CELL2285_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL41_N3_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL261_N2_53T37-2-210415","Glu_10_CA_ALK"
"CELL1526_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL1569_N1_53T37-2-210415","GABA_1_Lamp5_NWD2"
"CELL1717_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL942_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL1305_N1_53T37-2-210415","GABA_8_Lamp5_NMBR"
"CELL1366_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL1481_N1_53T37-2-210415","GABA_11_Pvalb_TRDN"
"CELL1773_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1308_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2937_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL1892_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2200_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1764_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL975_N1_53T37-2-210415","GABA_3_Pvalb_PDGFC"
"CELL195_N2_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL1417_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL1691_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1644_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2416_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2763_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL244_N2_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2484_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1909_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1989_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL1436_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1999_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1836_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL819_N1_53T37-2-210415","GABA_7_Sst_NPY"
"CELL2532_N1_53T37-2-210415","Glu_11_CA_THEMIS"
"CELL1634_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL2916_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2931_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL30_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1040_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL1295_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1808_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2292_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2528_N1_53T37-2-210415","GABA_0_Sst_TRHDE"
"CELL28_N2_53T37-2-210415","Glu_3_CA_FREM1"
"CELL667_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL672_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL404_N2_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL890_N1_53T37-2-210415","GABA_3_Pvalb_PDGFC"
"CELL1108_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2439_N1_53T37-2-210415","Glu_9_CA_AADAT"
"CELL222_N2_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1222_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2809_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2322_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL1184_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2902_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2824_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2714_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL103_N2_53T37-2-210415","GABA_9_Pvalb_SNTG2"
"CELL1921_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2013_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2237_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2585_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL165_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2670_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL2128_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2895_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1790_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1995_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2810_N1_53T37-2-210415","vas_fib_15_vas_fib_vas_fib"
"CELL360_N2_53T37-2-210415","GABA_2_Pvalb_PLCL1"
"CELL105_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2217_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1823_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1372_N1_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL1756_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2363_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2781_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1925_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL1402_N1_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL1452_N1_53T37-2-210415","GABA_3_Pvalb_PDGFC"
"CELL729_N1_53T37-2-210415","GABA_1_Lamp5_NWD2"
"CELL69_N2_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2241_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1143_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL1173_N1_53T37-2-210415","Glu_8_CA_PDE1C"
"CELL2358_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2522_N1_53T37-2-210415","GABA_13_Cck_Phka2"
"CELL2158_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2002_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL219_N2_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1816_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1343_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1400_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL865_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL2909_N1_53T37-2-210415","Glu_6_CA_CA2"
"CELL1674_N1_53T37-2-210415","GABA_7_Sst_NPY"
"CELL2260_N1_53T37-2-210415","GABA_13_Cck_Phka2"
"CELL1550_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1163_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1642_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1640_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2543_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2281_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1133_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2469_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL109_N2_53T37-2-210415","Glu_16_CA_TRPC3"
"CELL2254_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL125_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2031_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1188_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL884_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2447_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL842_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL3007_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1129_N1_53T37-2-210415","Glu_4_CA_GRIA4"
"CELL518_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2325_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2992_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL928_N1_53T37-2-210415","GABA_0_Sst_TRHDE"
"CELL2124_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL1288_N1_53T37-2-210415","GABA_2_Pvalb_PLCL1"
"CELL1920_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1534_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2024_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL414_N2_53T37-2-210415","Glu_19_CA_HHIP"
"CELL1675_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL2199_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL541_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1871_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1554_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2052_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2218_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1381_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL290_N2_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2437_N1_53T37-2-210415","GABA_8_Lamp5_NMBR"
"CELL960_N1_53T37-2-210415","GABA_7_Sst_NPY"
"CELL2628_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL1598_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL906_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL2012_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL250_N2_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1825_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL2523_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL2428_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1983_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2248_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL917_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1766_N1_53T37-2-210415","GABA_7_Sst_NPY"
"CELL88_N2_53T37-2-210415","Glu_12_CA_NNAT"
"CELL2949_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1301_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL1313_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL2294_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL3008_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2486_N1_53T37-2-210415","Glu_11_CA_THEMIS"
"CELL2305_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2270_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2105_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL1929_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2148_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2446_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2678_N1_53T37-2-210415","GABA_10_Lamp5_CA8"
"CELL1450_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1364_N1_53T37-2-210415","Glu_17_CA_CPLX3"
"CELL2977_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1828_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2878_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1778_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2380_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1239_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL707_N1_53T37-2-210415","GABA_0_Sst_TRHDE"
"CELL186_N2_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL349_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL3001_N1_53T37-2-210415","vas_fib_15_vas_fib_vas_fib"
"CELL1893_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2005_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1681_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2667_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2859_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2309_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL162_N2_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1131_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2970_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL455_N1_53T37-2-210415","Glu_19_CA_HHIP"
"CELL994_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2246_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2381_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2908_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1797_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL1401_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL1798_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1659_N1_53T37-2-210415","Glu_4_CA_GRIA4"
"CELL2402_N1_53T37-2-210415","GABA_0_Sst_TRHDE"
"CELL1628_N1_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL1183_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL1735_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL982_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2759_N1_53T37-2-210415","vas_fib_15_vas_fib_vas_fib"
"CELL2676_N1_53T37-2-210415","vas_fib_15_vas_fib_vas_fib"
"CELL2851_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2861_N1_53T37-2-210415","olig_20_olig_olig"
"CELL631_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL307_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1655_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2752_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1457_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL1698_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1633_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1632_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL892_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL170_N2_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL2747_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL1831_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2364_N1_53T37-2-210415","Glu_17_CA_CPLX3"
"CELL2430_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2956_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL516_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL2448_N1_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL1770_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1186_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1736_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2168_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2480_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1980_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2373_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL2790_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2621_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL399_N2_53T37-2-210415","vas_fib_15_vas_fib_vas_fib"
"CELL1725_N1_53T37-2-210415","GABA_2_Pvalb_PLCL1"
"CELL1730_N1_53T37-2-210415","GABA_8_Lamp5_NMBR"
"CELL1304_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2068_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2767_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL909_N1_53T37-2-210415","Glu_16_CA_TRPC3"
"CELL2893_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2302_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2121_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2933_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL981_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL690_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1412_N1_53T37-2-210415","vas_fib_15_vas_fib_vas_fib"
"CELL2282_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL2687_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1148_N1_53T37-2-210415","GABA_7_Sst_NPY"
"CELL1937_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL380_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1807_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2887_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2271_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL953_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL2470_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1796_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2288_N1_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL1658_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2391_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1041_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2757_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1861_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL2361_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1072_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL989_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2464_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL279_N2_53T37-2-210415","GABA_8_Lamp5_NMBR"
"CELL2629_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
